data,timeStamp
13.1,10/7/2021 15:57:36
13.6,10/7/2021 15:57:45
14.95,10/7/2021 15:57:49
14.2,10/7/2021 15:57:50
14.42,10/7/2021 15:57:56
13.4,10/7/2021 15:57:59
13.3,10/7/2021 15:58:04
13.7,10/7/2021 15:58:13
13.9,10/7/2021 15:58:18
14,10/7/2021 15:58:27
13.7,10/7/2021 15:58:32
13.3,10/7/2021 15:58:41
13,10/7/2021 15:58:47
13.6,10/7/2021 15:58:55
13.1,10/7/2021 15:59:01
13.8,10/7/2021 15:59:09
13.7,10/7/2021 15:59:15
14,10/7/2021 15:59:23
13.6,10/7/2021 15:59:29
13.6,10/7/2021 15:59:37
13.5,10/7/2021 15:59:43
13.4,10/7/2021 15:59:51
13.8,10/7/2021 15:59:57
13.5,10/7/2021 16:00:05
12.7,10/7/2021 16:00:11
13.4,10/7/2021 16:00:19
13.4,10/7/2021 16:00:25
13.6,10/7/2021 16:00:33
13.9,10/7/2021 16:00:39
13.1,10/7/2021 16:00:47
13.6,10/7/2021 16:00:53
13.8,10/7/2021 16:01:01
13.2,10/7/2021 16:01:07
13.7,10/7/2021 16:01:15
13.9,10/7/2021 16:01:21
13.8,10/7/2021 16:01:29
12.9,10/7/2021 16:01:35
15.5,10/7/2021 16:01:41
13.2,10/7/2021 16:01:43
13.97,10/7/2021 16:01:47
13.8,10/7/2021 16:01:49
13.5,10/7/2021 16:01:58
13.9,10/7/2021 16:02:03
13.7,10/7/2021 16:02:11
13.9,10/7/2021 16:02:17
13.4,10/7/2021 16:02:25
14.68,10/7/2021 16:02:27
13.7,10/7/2021 16:02:31
14.11,10/7/2021 16:02:33
13.6,10/7/2021 16:02:39
14.54,10/7/2021 16:02:39
14.09,10/7/2021 16:02:40
14.46,10/7/2021 16:02:52
13.3,10/7/2021 16:02:53
13.5,10/7/2021 16:02:58
14.36,10/7/2021 16:02:58
13.5,10/7/2021 16:03:04
15.09,10/7/2021 16:03:07
13.7,10/7/2021 16:03:13
13.4,10/7/2021 16:03:20
13.4,10/7/2021 16:03:27
13.6,10/7/2021 16:03:32
13.7,10/7/2021 16:03:41
13.6,10/7/2021 16:03:46
13.6,10/7/2021 16:03:55
13.2,10/7/2021 16:04:01
13.7,10/7/2021 16:04:09
12.9,10/7/2021 16:04:14
13.8,10/7/2021 16:04:23
13.2,10/7/2021 16:04:28
13.2,10/7/2021 16:04:37
12.9,10/7/2021 16:04:42
13.4,10/7/2021 16:04:51
13.9,10/7/2021 16:04:57
13.6,10/7/2021 16:05:05
13.7,10/7/2021 16:05:11
13.4,10/7/2021 16:05:19
13.7,10/7/2021 16:05:25
14,10/7/2021 16:05:33
13.3,10/7/2021 16:05:39
13.6,10/7/2021 16:05:47
14.23,10/7/2021 16:05:50
13.3,10/7/2021 16:05:55
15.84,10/7/2021 16:05:57
13.6,10/7/2021 16:06:02
15.68,10/7/2021 16:06:06
13.7,10/7/2021 16:06:07
14.26,10/7/2021 16:06:13
13.5,10/7/2021 16:06:16
14.89,10/7/2021 16:06:20
13.5,10/7/2021 16:06:22
14.74,10/7/2021 16:06:26
13.8,10/7/2021 16:06:30
15.09,10/7/2021 16:06:32
14.3,10/7/2021 16:06:36
14.7,10/7/2021 16:06:42
13.8,10/7/2021 16:06:44
13.7,10/7/2021 16:06:50
15.17,10/7/2021 16:06:51
13.1,10/7/2021 16:06:58
13.2,10/7/2021 16:07:04
15.66,10/7/2021 16:07:06
13.6,10/7/2021 16:07:12
14.95,10/7/2021 16:07:15
13.5,10/7/2021 16:07:18
13.91,10/7/2021 16:07:20
14.89,10/7/2021 16:07:22
14.1,10/7/2021 16:07:27
13.2,10/7/2021 16:07:32
15.19,10/7/2021 16:07:34
13.6,10/7/2021 16:07:41
14.52,10/7/2021 16:07:42
13.2,10/7/2021 16:07:46
12.93,10/7/2021 16:07:49
11.81,10/7/2021 16:07:53
13.4,10/7/2021 16:07:55
13.6,10/7/2021 16:08:00
12.63,10/7/2021 16:08:07
13,10/7/2021 16:08:09
13.7,10/7/2021 16:08:14
14.64,10/7/2021 16:08:14
15.14,10/7/2021 16:08:20
13.3,10/7/2021 16:08:23
13.5,10/7/2021 16:08:28
13.87,10/7/2021 16:08:31
13.6,10/7/2021 16:08:37
13.6,10/7/2021 16:08:43
13.67,10/7/2021 16:08:43
15.67,10/7/2021 16:08:50
14,10/7/2021 16:08:51
15.62,10/7/2021 16:08:56
13.3,10/7/2021 16:08:57
15.64,10/7/2021 16:09:02
13.3,10/7/2021 16:09:05
13.77,10/7/2021 16:09:09
13.8,10/7/2021 16:09:11
14.33,10/7/2021 16:09:15
14.1,10/7/2021 16:09:19
15.62,10/7/2021 16:09:21
13.5,10/7/2021 16:09:25
15.35,10/7/2021 16:09:28
13.8,10/7/2021 16:09:33
14.11,10/7/2021 16:09:34
12.9,10/7/2021 16:09:39
14.17,10/7/2021 16:09:40
13.7,10/7/2021 16:09:47
14.11,10/7/2021 16:09:47
14.5,10/7/2021 16:09:53
15.27,10/7/2021 16:09:53
12.77,10/7/2021 16:09:59
13.5,10/7/2021 16:10:01
13.6,10/7/2021 16:10:08
14.4,10/7/2021 16:10:16
14.52,10/7/2021 16:10:17
13.5,10/7/2021 16:10:22
14.37,10/7/2021 16:10:24
13.5,10/7/2021 16:10:30
14.15,10/7/2021 16:10:34
13.9,10/7/2021 16:10:37
14.34,10/7/2021 16:10:43
13.6,10/7/2021 16:10:44
15.92,10/7/2021 16:10:49
13.8,10/7/2021 16:10:50
14.19,10/7/2021 16:10:56
13.8,10/7/2021 16:10:58
15.23,10/7/2021 16:11:02
13.6,10/7/2021 16:11:04
15.29,10/7/2021 16:11:09
13.5,10/7/2021 16:11:12
15.39,10/7/2021 16:11:15
13.5,10/7/2021 16:11:19
14.26,10/7/2021 16:11:22
13.9,10/7/2021 16:11:26
14.17,10/7/2021 16:11:27
14.72,10/7/2021 16:11:29
13.6,10/7/2021 16:11:31
13.3,10/7/2021 16:11:40
15.09,10/7/2021 16:11:43
13.5,10/7/2021 16:11:46
13.66,10/7/2021 16:11:50
13.2,10/7/2021 16:11:54
15.35,10/7/2021 16:11:57
13.9,10/7/2021 16:12:00
14.48,10/7/2021 16:12:03
13.6,10/7/2021 16:12:08
15.63,10/7/2021 16:12:10
13.4,10/7/2021 16:12:14
15.25,10/7/2021 16:12:17
13.6,10/7/2021 16:12:22
15.68,10/7/2021 16:12:23
13.9,10/7/2021 16:12:28
15.1,10/7/2021 16:12:30
12.8,10/7/2021 16:12:36
14.6,10/7/2021 16:12:36
13.5,10/7/2021 16:12:42
14.78,10/7/2021 16:12:43
15.51,10/7/2021 16:12:49
13.9,10/7/2021 16:12:50
15.66,10/7/2021 16:12:55
13.3,10/7/2021 16:12:56
15.39,10/7/2021 16:13:01
13.4,10/7/2021 16:13:04
13.7,10/7/2021 16:13:10
15.63,10/7/2021 16:13:10
13.32,10/7/2021 16:13:17
13.7,10/7/2021 16:13:19
13.5,10/7/2021 16:13:24
13.4,10/7/2021 16:13:33
13.4,10/7/2021 16:13:38
14.84,10/7/2021 16:13:45
13.9,10/7/2021 16:13:47
13.9,10/7/2021 16:13:52
15.44,10/7/2021 16:13:52
15.13,10/7/2021 16:13:58
13.4,10/7/2021 16:14:01
13.8,10/7/2021 16:14:06
13.72,10/7/2021 16:14:08
14.4,10/7/2021 16:14:15
14.11,10/7/2021 16:14:15
14.2,10/7/2021 16:14:20
15.23,10/7/2021 16:14:20
15.59,10/7/2021 16:14:27
14,10/7/2021 16:14:29
12.95,10/7/2021 16:14:33
13.7,10/7/2021 16:14:34
13.87,10/7/2021 16:14:40
13.8,10/7/2021 16:14:43
14,10/7/2021 16:14:46
14.6,10/7/2021 16:14:48
15.54,10/7/2021 16:14:53
13.6,10/7/2021 16:14:56
15.49,10/7/2021 16:14:59
13.9,10/7/2021 16:15:02
13.36,10/7/2021 16:15:08
14.4,10/7/2021 16:15:11
13.95,10/7/2021 16:15:14
13.7,10/7/2021 16:15:16
13.52,10/7/2021 16:15:21
13.5,10/7/2021 16:15:25
15.13,10/7/2021 16:15:28
13.7,10/7/2021 16:15:30
15.5,10/7/2021 16:15:36
13.4,10/7/2021 16:15:39
14.94,10/7/2021 16:15:42
13.4,10/7/2021 16:15:44
14.8,10/7/2021 16:15:49
14.4,10/7/2021 16:15:53
14.41,10/7/2021 16:15:55
13.6,10/7/2021 16:15:58
15.42,10/7/2021 16:16:02
14.3,10/7/2021 16:16:07
15.31,10/7/2021 16:16:08
13.8,10/7/2021 16:16:12
14,10/7/2021 16:16:15
13.4,10/7/2021 16:16:20
13.9,10/7/2021 16:16:26
13.7,10/7/2021 16:16:34
15.68,10/7/2021 16:16:34
13.6,10/7/2021 16:16:40
13.64,10/7/2021 16:16:40
14.57,10/7/2021 16:16:46
13.4,10/7/2021 16:16:48
15.03,10/7/2021 16:16:52
13.9,10/7/2021 16:16:54
13.5,10/7/2021 16:17:02
14.78,10/7/2021 16:17:02
13.9,10/7/2021 16:17:08
13.8,10/7/2021 16:17:16
13.8,10/7/2021 16:17:22
14,10/7/2021 16:17:30
14.7,10/7/2021 16:17:33
13.9,10/7/2021 16:17:36
15.14,10/7/2021 16:17:40
13.8,10/7/2021 16:17:44
13.7,10/7/2021 16:17:50
12.42,10/7/2021 16:17:51
13.9,10/7/2021 16:17:58
14.6,10/7/2021 16:18:00
13.8,10/7/2021 16:18:05
14.53,10/7/2021 16:18:07
13.8,10/7/2021 16:18:12
14.99,10/7/2021 16:18:13
14.1,10/7/2021 16:18:18
14.93,10/7/2021 16:18:20
14.3,10/7/2021 16:18:26
14.04,10/7/2021 16:18:26
13.7,10/7/2021 16:18:32
15.62,10/7/2021 16:18:32
15.33,10/7/2021 16:18:39
13.9,10/7/2021 16:18:40
14,10/7/2021 16:18:46
14.48,10/7/2021 16:18:48
13.4,10/7/2021 16:18:54
15.23,10/7/2021 16:18:54
14.1,10/7/2021 16:19:00
15.61,10/7/2021 16:19:00
14.09,10/7/2021 16:19:07
13.4,10/7/2021 16:19:08
13.9,10/7/2021 16:19:14
14.49,10/7/2021 16:19:15
13.9,10/7/2021 16:19:22
14.15,10/7/2021 16:19:22
13.7,10/7/2021 16:19:28
14.58,10/7/2021 16:19:28
13.9,10/7/2021 16:19:36
15.61,10/7/2021 16:19:37
14.2,10/7/2021 16:19:42
12.97,10/7/2021 16:19:45
13.4,10/7/2021 16:19:50
14.54,10/7/2021 16:19:53
12.8,10/7/2021 16:19:56
13.9,10/7/2021 16:20:04
13.73,10/7/2021 16:20:07
13.3,10/7/2021 16:20:10
13.86,10/7/2021 16:20:13
13.3,10/7/2021 16:20:18
13.05,10/7/2021 16:20:19
14.1,10/7/2021 16:20:24
15.46,10/7/2021 16:20:24
15.2,10/7/2021 16:20:30
13,10/7/2021 16:20:32
14.15,10/7/2021 16:20:36
13.5,10/7/2021 16:20:38
15.7,10/7/2021 16:20:42
13.9,10/7/2021 16:20:46
13.8,10/7/2021 16:20:51
13.42,10/7/2021 16:20:51
14.41,10/7/2021 16:20:58
14,10/7/2021 16:21:00
13.5,10/7/2021 16:21:05
15.15,10/7/2021 16:21:06
13.4,10/7/2021 16:21:14
12.81,10/7/2021 16:21:15
13.3,10/7/2021 16:21:19
14.55,10/7/2021 16:21:22
13.2,10/7/2021 16:21:27
13.48,10/7/2021 16:21:28
13.6,10/7/2021 16:21:33
14.46,10/7/2021 16:21:35
13.7,10/7/2021 16:21:41
14.66,10/7/2021 16:21:43
13.6,10/7/2021 16:21:47
13.91,10/7/2021 16:21:49
13.7,10/7/2021 16:21:55
14.72,10/7/2021 16:21:55
13.7,10/7/2021 16:22:01
15.07,10/7/2021 16:22:01
14.07,10/7/2021 16:22:07
13.8,10/7/2021 16:22:09
15.02,10/7/2021 16:22:13
13.4,10/7/2021 16:22:15
14.54,10/7/2021 16:22:19
13.2,10/7/2021 16:22:23
14.53,10/7/2021 16:22:26
13.9,10/7/2021 16:22:29
13.38,10/7/2021 16:22:32
13.4,10/7/2021 16:22:37
14.64,10/7/2021 16:22:40
13.9,10/7/2021 16:22:44
13.5,10/7/2021 16:22:51
15.37,10/7/2021 16:22:51
13.6,10/7/2021 16:22:57
14.91,10/7/2021 16:22:57
14.56,10/7/2021 16:23:03
13.9,10/7/2021 16:23:05
14.42,10/7/2021 16:23:10
13.8,10/7/2021 16:23:11
13.5,10/7/2021 16:23:19
13.54,10/7/2021 16:23:19
13.7,10/7/2021 16:23:24
14.36,10/7/2021 16:23:26
14,10/7/2021 16:23:33
15.03,10/7/2021 16:23:33
15.04,10/7/2021 16:23:39
12.8,10/7/2021 16:23:40
13.9,10/7/2021 16:23:47
13.38,10/7/2021 16:23:50
13.1,10/7/2021 16:23:53
13.1,10/7/2021 16:24:01
14.52,10/7/2021 16:24:01
13.5,10/7/2021 16:24:07
13.5,10/7/2021 16:24:07
14,10/7/2021 16:24:15
13.87,10/7/2021 16:24:18
13.3,10/7/2021 16:24:20
15.12,10/7/2021 16:24:24
13.5,10/7/2021 16:24:29
13.38,10/7/2021 16:24:31
14.1,10/7/2021 16:24:34
13.3,10/7/2021 16:24:43
15.52,10/7/2021 16:24:45
13.6,10/7/2021 16:24:48
14.68,10/7/2021 16:24:51
14.2,10/7/2021 16:24:57
15.01,10/7/2021 16:24:57
13.3,10/7/2021 16:25:02
14.4,10/7/2021 16:25:04
13.4,10/7/2021 16:25:11
15.61,10/7/2021 16:25:15
13.8,10/7/2021 16:25:16
14.76,10/7/2021 16:25:21
13.8,10/7/2021 16:25:25
12.16,10/7/2021 16:25:27
13.6,10/7/2021 16:25:30
14.45,10/7/2021 16:25:34
14,10/7/2021 16:25:38
14.58,10/7/2021 16:25:40
13.5,10/7/2021 16:25:44
15.62,10/7/2021 16:25:47
13.7,10/7/2021 16:25:53
15.12,10/7/2021 16:25:55
14.4,10/7/2021 16:25:58
13.8,10/7/2021 16:26:07
13.9,10/7/2021 16:26:12
14.05,10/7/2021 16:26:12
15.37,10/7/2021 16:26:18
13.7,10/7/2021 16:26:21
14.13,10/7/2021 16:26:25
13.9,10/7/2021 16:26:26
14.3,10/7/2021 16:26:31
13.4,10/7/2021 16:26:34
13.87,10/7/2021 16:26:38
13.8,10/7/2021 16:26:40
15.18,10/7/2021 16:26:44
13.4,10/7/2021 16:26:48
15.19,10/7/2021 16:26:51
13.2,10/7/2021 16:26:54
13.5,10/7/2021 16:27:02
12.9,10/7/2021 16:27:08
14.62,10/7/2021 16:27:08
14.39,10/7/2021 16:27:15
13.1,10/7/2021 16:27:16
13.4,10/7/2021 16:27:22
15.18,10/7/2021 16:27:22
14.97,10/7/2021 16:27:28
13.7,10/7/2021 16:27:30
14.4,10/7/2021 16:27:35
13.5,10/7/2021 16:27:36
14,10/7/2021 16:27:41
13.7,10/7/2021 16:27:44
13.4,10/7/2021 16:27:50
13.67,10/7/2021 16:27:50
14.52,10/7/2021 16:27:56
14.3,10/7/2021 16:27:58
14.78,10/7/2021 16:28:02
13.5,10/7/2021 16:28:04
14.58,10/7/2021 16:28:11
13.1,10/7/2021 16:28:12
13.5,10/7/2021 16:28:17
12.99,10/7/2021 16:28:18
14.66,10/7/2021 16:28:24
13.5,10/7/2021 16:28:26
13.8,10/7/2021 16:28:31
15.25,10/7/2021 16:28:34
13.9,10/7/2021 16:28:40
14.7,10/7/2021 16:28:40
15.47,10/7/2021 16:28:46
14,10/7/2021 16:28:47
13.7,10/7/2021 16:28:54
14.87,10/7/2021 16:28:54
13.8,10/7/2021 16:29:00
15.35,10/7/2021 16:29:01
15.41,10/7/2021 16:29:07
13.7,10/7/2021 16:29:15
14.72,10/7/2021 16:29:15
13.3,10/7/2021 16:29:21
14.36,10/7/2021 16:29:21
14.13,10/7/2021 16:29:27
13.6,10/7/2021 16:29:29
15.01,10/7/2021 16:29:33
13.9,10/7/2021 16:29:35
15.39,10/7/2021 16:29:39
13.8,10/7/2021 16:29:43
15.37,10/7/2021 16:29:45
13.4,10/7/2021 16:29:49
13.87,10/7/2021 16:29:51
13.7,10/7/2021 16:29:57
14.46,10/7/2021 16:29:57
13.4,10/7/2021 16:30:03
14.7,10/7/2021 16:30:03
15.33,10/7/2021 16:30:10
14,10/7/2021 16:30:11
14.85,10/7/2021 16:30:16
14.1,10/7/2021 16:30:17
14.66,10/7/2021 16:30:24
13.4,10/7/2021 16:30:25
13.7,10/7/2021 16:30:30
13.95,10/7/2021 16:30:31
13.75,10/7/2021 16:30:37
13.6,10/7/2021 16:30:39
15.53,10/7/2021 16:30:43
13,10/7/2021 16:30:44
12.38,10/7/2021 16:30:49
13.7,10/7/2021 16:30:53
13.3,10/7/2021 16:30:59
13.1,10/7/2021 16:31:07
15.05,10/7/2021 16:31:10
14.1,10/7/2021 16:31:13
14.33,10/7/2021 16:31:17
13.8,10/7/2021 16:31:21
15.29,10/7/2021 16:31:25
13.4,10/7/2021 16:31:27
15.58,10/7/2021 16:31:32
13.6,10/7/2021 16:31:35
14.95,10/7/2021 16:31:38
13.4,10/7/2021 16:31:41
13.84,10/7/2021 16:31:47
13,10/7/2021 16:31:49
13.9,10/7/2021 16:31:54
15.54,10/7/2021 16:31:55
14.54,10/7/2021 16:32:01
13.8,10/7/2021 16:32:03
15.23,10/7/2021 16:32:07
13.4,10/7/2021 16:32:10
15.03,10/7/2021 16:32:13
14,10/7/2021 16:32:17
13.05,10/7/2021 16:32:19
13.7,10/7/2021 16:32:22
14.82,10/7/2021 16:32:25
13.3,10/7/2021 16:32:31
14.52,10/7/2021 16:32:31
13.3,10/7/2021 16:32:37
14.68,10/7/2021 16:32:37
14.72,10/7/2021 16:32:43
14.1,10/7/2021 16:32:45
15.09,10/7/2021 16:32:49
13.3,10/7/2021 16:32:51
15.07,10/7/2021 16:32:57
13.4,10/7/2021 16:33:03
14.27,10/7/2021 16:33:03
13.5,10/7/2021 16:33:08
15.58,10/7/2021 16:33:09
13.8,10/7/2021 16:33:16
15.39,10/7/2021 16:33:18
13.8,10/7/2021 16:33:22
15.57,10/7/2021 16:33:24
13.6,10/7/2021 16:33:30
14.64,10/7/2021 16:33:30
13.3,10/7/2021 16:33:36
14.61,10/7/2021 16:33:36
13.26,10/7/2021 16:33:42
14.3,10/7/2021 16:33:44
15.23,10/7/2021 16:33:48
13.3,10/7/2021 16:33:50
14.7,10/7/2021 16:33:55
13.3,10/7/2021 16:33:58
14.95,10/7/2021 16:34:01
13.8,10/7/2021 16:34:05
13.2,10/7/2021 16:34:12
14.54,10/7/2021 16:34:14
13.6,10/7/2021 16:34:18
13.5,10/7/2021 16:34:26
14.76,10/7/2021 16:34:29
14,10/7/2021 16:34:32
12.73,10/7/2021 16:34:37
14,10/7/2021 16:34:41
15.57,10/7/2021 16:34:44
13.4,10/7/2021 16:34:46
15.64,10/7/2021 16:34:50
13.2,10/7/2021 16:34:54
15.64,10/7/2021 16:34:57
13.7,10/7/2021 16:35:00
15,10/7/2021 16:35:03
13.7,10/7/2021 16:35:08
13.85,10/7/2021 16:35:10
13.7,10/7/2021 16:35:15
13.79,10/7/2021 16:35:17
13.8,10/7/2021 16:35:22
14.74,10/7/2021 16:35:23
13.7,10/7/2021 16:35:28
13.28,10/7/2021 16:35:30
13.4,10/7/2021 16:35:36
13.4,10/7/2021 16:35:42
13.7,10/7/2021 16:35:50
14.2,10/7/2021 16:35:57
13.5,10/7/2021 16:36:04
13.87,10/7/2021 16:36:04
13.3,10/7/2021 16:36:09
15.23,10/7/2021 16:36:12
13.2,10/7/2021 16:36:18
12.93,10/7/2021 16:36:19
13.6,10/7/2021 16:36:23
14.35,10/7/2021 16:36:25
13.67,10/7/2021 16:36:31
13.6,10/7/2021 16:36:32
13.9,10/7/2021 16:36:37
14.89,10/7/2021 16:36:38
15.67,10/7/2021 16:36:44
14.6,10/7/2021 16:36:46
13.7,10/7/2021 16:36:51
15.03,10/7/2021 16:36:51
15.07,10/7/2021 16:36:57
13.2,10/7/2021 16:36:59
14.59,10/7/2021 16:37:03
13.8,10/7/2021 16:37:05
12.95,10/7/2021 16:37:09
13.9,10/7/2021 16:37:13
15.47,10/7/2021 16:37:15
14.2,10/7/2021 16:37:21
14.54,10/7/2021 16:37:23
13.2,10/7/2021 16:37:27
14.58,10/7/2021 16:37:29
13.7,10/7/2021 16:37:33
15.35,10/7/2021 16:37:36
13.6,10/7/2021 16:37:41
14,10/7/2021 16:37:47
14.4,10/7/2021 16:37:47
13.8,10/7/2021 16:37:55
14.2,10/7/2021 16:38:01
15.33,10/7/2021 16:38:08
13.8,10/7/2021 16:38:09
13.8,10/7/2021 16:38:15
14.64,10/7/2021 16:38:15
13.7,10/7/2021 16:38:23
14.23,10/7/2021 16:38:24
13.6,10/7/2021 16:38:29
12.22,10/7/2021 16:38:34
13.8,10/7/2021 16:38:37
12.59,10/7/2021 16:38:40
13.9,10/7/2021 16:38:44
14.82,10/7/2021 16:38:47
13.9,10/7/2021 16:38:52
13.97,10/7/2021 16:38:55
13.7,10/7/2021 16:38:57
13.44,10/7/2021 16:39:02
13.5,10/7/2021 16:39:06
15.47,10/7/2021 16:39:10
13.5,10/7/2021 16:39:11
15.58,10/7/2021 16:39:17
14.1,10/7/2021 16:39:19
14.93,10/7/2021 16:39:23
14,10/7/2021 16:39:25
15.25,10/7/2021 16:39:30
14.2,10/7/2021 16:39:33
14.64,10/7/2021 16:39:36
14.1,10/7/2021 16:39:39
14.95,10/7/2021 16:39:43
14.1,10/7/2021 16:39:47
14.13,10/7/2021 16:39:49
13.7,10/7/2021 16:39:55
13.77,10/7/2021 16:39:56
13.9,10/7/2021 16:40:01
14.78,10/7/2021 16:40:03
14.3,10/7/2021 16:40:07
14.74,10/7/2021 16:40:10
14,10/7/2021 16:40:15
15.72,10/7/2021 16:40:18
13.5,10/7/2021 16:40:21
15.55,10/7/2021 16:40:24
13.6,10/7/2021 16:40:29
14.68,10/7/2021 16:40:31
14,10/7/2021 16:40:35
14.6,10/7/2021 16:40:38
14.3,10/7/2021 16:40:43
15.35,10/7/2021 16:40:44
13.8,10/7/2021 16:40:50
15.25,10/7/2021 16:40:53
13.9,10/7/2021 16:40:57
15.62,10/7/2021 16:40:59
13.3,10/7/2021 16:41:03
15.29,10/7/2021 16:41:05
13.4,10/7/2021 16:41:11
15.21,10/7/2021 16:41:12
13.5,10/7/2021 16:41:18
13.8,10/7/2021 16:41:25
14.36,10/7/2021 16:41:30
13.9,10/7/2021 16:41:31
15.1,10/7/2021 16:41:37
13.4,10/7/2021 16:41:39
14.66,10/7/2021 16:41:43
13.9,10/7/2021 16:41:45
15.62,10/7/2021 16:41:48
13.9,10/7/2021 16:41:53
13.67,10/7/2021 16:41:57
13.9,10/7/2021 16:41:59
15.33,10/7/2021 16:42:03
13.8,10/7/2021 16:42:07
15.05,10/7/2021 16:42:10
13.4,10/7/2021 16:42:13
13.38,10/7/2021 16:42:17
13.6,10/7/2021 16:42:21
14.88,10/7/2021 16:42:23
13.9,10/7/2021 16:42:27
15.13,10/7/2021 16:42:30
13.9,10/7/2021 16:42:35
15.23,10/7/2021 16:42:36
14.2,10/7/2021 16:42:41
14.03,10/7/2021 16:42:42
13.7,10/7/2021 16:42:49
15.37,10/7/2021 16:42:49
14.1,10/7/2021 16:42:55
15.68,10/7/2021 16:42:55
13.5,10/7/2021 16:43:03
14.66,10/7/2021 16:43:03
13.2,10/7/2021 16:43:09
15.21,10/7/2021 16:43:09
13.24,10/7/2021 16:43:15
13.8,10/7/2021 16:43:17
15.06,10/7/2021 16:43:21
13.3,10/7/2021 16:43:22
13.52,10/7/2021 16:43:28
13.2,10/7/2021 16:43:31
14.89,10/7/2021 16:43:36
13.8,10/7/2021 16:43:37
15.18,10/7/2021 16:43:43
13.4,10/7/2021 16:43:45
13.8,10/7/2021 16:43:50
15.68,10/7/2021 16:43:52
13.7,10/7/2021 16:43:58
14.05,10/7/2021 16:43:58
13.7,10/7/2021 16:44:05
15.63,10/7/2021 16:44:07
13.5,10/7/2021 16:44:12
14.91,10/7/2021 16:44:15
13.7,10/7/2021 16:44:18
15.52,10/7/2021 16:44:21
13.5,10/7/2021 16:44:26
14.84,10/7/2021 16:44:28
13.4,10/7/2021 16:44:32
13.9,10/7/2021 16:44:40
15.37,10/7/2021 16:44:41
13.2,10/7/2021 16:44:46
15.17,10/7/2021 16:44:50
13.3,10/7/2021 16:44:54
15.35,10/7/2021 16:44:56
14.2,10/7/2021 16:45:00
12.67,10/7/2021 16:45:04
13.4,10/7/2021 16:45:08
13.8,10/7/2021 16:45:14
14.87,10/7/2021 16:45:15
14.66,10/7/2021 16:45:21
13.8,10/7/2021 16:45:22
13.38,10/7/2021 16:45:27
13.2,10/7/2021 16:45:28
15.15,10/7/2021 16:45:35
13.7,10/7/2021 16:45:36
13.4,10/7/2021 16:45:42
15.51,10/7/2021 16:45:42
13.6,10/7/2021 16:45:50
14.93,10/7/2021 16:45:50
14.1,10/7/2021 16:45:56
14.09,10/7/2021 16:45:56
14.66,10/7/2021 16:46:02
13.4,10/7/2021 16:46:04
14.72,10/7/2021 16:46:09
13.4,10/7/2021 16:46:11
13.8,10/7/2021 16:46:18
14.7,10/7/2021 16:46:19
13.5,10/7/2021 16:46:24
15.33,10/7/2021 16:46:25
13.2,10/7/2021 16:46:31
13.42,10/7/2021 16:46:31
14.27,10/7/2021 16:46:37
13.5,10/7/2021 16:46:39
13.6,10/7/2021 16:46:45
15.31,10/7/2021 16:46:46
14.15,10/7/2021 16:46:52
13.4,10/7/2021 16:46:53
14.92,10/7/2021 16:46:58
13.5,10/7/2021 16:47:01
14.87,10/7/2021 16:47:04
13.9,10/7/2021 16:47:08
13.62,10/7/2021 16:47:11
13.3,10/7/2021 16:47:15
13.82,10/7/2021 16:47:17
13,10/7/2021 16:47:22
15.33,10/7/2021 16:47:24
13.6,10/7/2021 16:47:29
13.54,10/7/2021 16:47:30
13.4,10/7/2021 16:47:36
14.21,10/7/2021 16:47:37
13.9,10/7/2021 16:47:43
14.54,10/7/2021 16:47:43
13.6,10/7/2021 16:47:50
15.23,10/7/2021 16:47:50
13.5,10/7/2021 16:47:57
15.39,10/7/2021 16:47:58
13.9,10/7/2021 16:48:04
12.61,10/7/2021 16:48:07
13.3,10/7/2021 16:48:10
13.99,10/7/2021 16:48:13
13.9,10/7/2021 16:48:17
15.25,10/7/2021 16:48:22
13.4,10/7/2021 16:48:24
13.8,10/7/2021 16:48:30
15.66,10/7/2021 16:48:31
14.99,10/7/2021 16:48:37
13.8,10/7/2021 16:48:38
14.8,10/7/2021 16:48:43
13.4,10/7/2021 16:48:44
13.8,10/7/2021 16:48:52
13.97,10/7/2021 16:48:52
13.3,10/7/2021 16:48:58
14.97,10/7/2021 16:48:58
15.08,10/7/2021 16:49:05
13,10/7/2021 16:49:06
15.5,10/7/2021 16:49:11
13.3,10/7/2021 16:49:12
14.3,10/7/2021 16:49:17
13.4,10/7/2021 16:49:20
12.9,10/7/2021 16:49:25
14.53,10/7/2021 16:49:28
13.8,10/7/2021 16:49:34
15.09,10/7/2021 16:49:34
13.7,10/7/2021 16:49:39
15.07,10/7/2021 16:49:42
13.1,10/7/2021 16:49:48
14.33,10/7/2021 16:49:48
13.4,10/7/2021 16:49:53
15.31,10/7/2021 16:49:55
13.8,10/7/2021 16:50:01
15.14,10/7/2021 16:50:01
13.5,10/7/2021 16:50:07
15.17,10/7/2021 16:50:07
13.14,10/7/2021 16:50:13
13.7,10/7/2021 16:50:15
15.67,10/7/2021 16:50:20
13.6,10/7/2021 16:50:21
13.5,10/7/2021 16:50:27
13.1,10/7/2021 16:50:29
13.3,10/7/2021 16:50:35
15.54,10/7/2021 16:50:37
13.6,10/7/2021 16:50:43
13.4,10/7/2021 16:50:49
15.42,10/7/2021 16:50:51
14.1,10/7/2021 16:50:56
